dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
ant-1.3,RISK_FEATURES,BLSMOTE,SVM_RBF,2,0.84,0.5,0.25,0.3333333333333333,0.7380952380952381,0.27348301713730944
ant-1.3,RISK_FEATURES,BLSMOTE,SVM_RBF,3,0.8,0.4,0.5,0.4444444444444444,0.6904761904761905,0.3273268353539886
ant-1.3,RISK_FEATURES,BLSMOTE,SVM_RBF,4,0.68,0.3333333333333333,1.0,0.5,0.8154761904761905,0.45425676257949793
ant-1.3,RISK_FEATURES,BLSMOTE,SVM_RBF,5,0.68,0.3333333333333333,1.0,0.5,0.7916666666666666,0.45425676257949793
ant-1.3,RISK_FEATURES,BLSMOTE,GB,1,0.88,0.5714285714285714,1.0,0.7272727272727273,0.9404761904761905,0.6998542122237652
ant-1.3,RISK_FEATURES,BLSMOTE,GB,2,0.84,0.5,0.25,0.3333333333333333,0.7976190476190477,0.27348301713730944
ant-1.3,RISK_FEATURES,BLSMOTE,GB,3,0.8,0.4,0.5,0.4444444444444444,0.8095238095238095,0.3273268353539886
ant-1.3,RISK_FEATURES,BLSMOTE,GB,4,0.72,0.3333333333333333,0.75,0.46153846153846156,0.8035714285714285,0.3546040716334876
ant-1.3,RISK_FEATURES,BLSMOTE,GB,5,0.68,0.3333333333333333,1.0,0.5,0.7797619047619048,0.45425676257949793
ant-1.3,METRICS_RISK,NONE,LR,1,0.88,1.0,0.25,0.4,0.8214285714285715,0.46770717334674267
ant-1.3,METRICS_RISK,NONE,LR,2,0.84,0.5,0.25,0.3333333333333333,0.7499999999999999,0.27348301713730944
ant-1.3,METRICS_RISK,NONE,LR,3,0.8,0.3333333333333333,0.25,0.2857142857142857,0.8333333333333334,0.17459497553883238
ant-1.3,METRICS_RISK,NONE,LR,4,0.88,1.0,0.25,0.4,0.7738095238095238,0.46770717334674267
ant-1.3,METRICS_RISK,NONE,LR,5,0.72,0.2,0.25,0.2222222222222222,0.7023809523809523,0.0545544725589981
ant-1.3,METRICS_RISK,NONE,RF,1,0.84,0.5,0.25,0.3333333333333333,0.9166666666666667,0.27348301713730944
ant-1.3,METRICS_RISK,NONE,RF,2,0.84,0.5,0.25,0.3333333333333333,0.6785714285714286,0.27348301713730944
ant-1.3,METRICS_RISK,NONE,RF,3,0.88,1.0,0.25,0.4,0.6785714285714286,0.46770717334674267
ant-1.3,METRICS_RISK,NONE,RF,4,0.68,0.0,0.0,0.0,0.7738095238095238,-0.19047619047619047
ant-1.3,METRICS_RISK,NONE,RF,5,0.8,0.3333333333333333,0.25,0.2857142857142857,0.8690476190476191,0.17459497553883238
ant-1.3,METRICS_RISK,NONE,ET,1,0.8,0.3333333333333333,0.25,0.2857142857142857,0.8095238095238095,0.17459497553883238
ant-1.3,METRICS_RISK,NONE,ET,2,0.88,1.0,0.25,0.4,0.7023809523809523,0.46770717334674267
ant-1.3,METRICS_RISK,NONE,ET,3,0.84,0.5,0.25,0.3333333333333333,0.5952380952380952,0.27348301713730944
ant-1.3,METRICS_RISK,NONE,ET,4,0.72,0.0,0.0,0.0,0.7678571428571429,-0.16116459280507606
ant-1.3,METRICS_RISK,NONE,ET,5,0.88,0.6,0.75,0.6666666666666666,0.8392857142857143,0.600099198148979
ant-1.3,METRICS_RISK,NONE,SVM_RBF,1,0.84,0.0,0.0,0.0,0.8452380952380952,0.0
ant-1.3,METRICS_RISK,NONE,SVM_RBF,2,0.88,1.0,0.25,0.4,0.5952380952380952,0.46770717334674267
ant-1.3,METRICS_RISK,NONE,SVM_RBF,3,0.84,0.0,0.0,0.0,0.7142857142857142,0.0
ant-1.3,METRICS_RISK,NONE,SVM_RBF,4,0.84,0.0,0.0,0.0,0.8095238095238095,0.0
ant-1.3,METRICS_RISK,NONE,SVM_RBF,5,0.84,0.0,0.0,0.0,0.6428571428571429,0.0
ant-1.3,METRICS_RISK,NONE,GB,1,0.84,0.5,0.5,0.5,0.8571428571428572,0.40476190476190477
ant-1.3,METRICS_RISK,NONE,GB,2,0.76,0.25,0.25,0.25,0.6488095238095238,0.10714285714285714
ant-1.3,METRICS_RISK,NONE,GB,3,0.8,0.0,0.0,0.0,0.6428571428571429,-0.0890870806374748
ant-1.3,METRICS_RISK,NONE,GB,4,0.68,0.0,0.0,0.0,0.75,-0.19047619047619047
ant-1.3,METRICS_RISK,NONE,GB,5,0.8,0.4,0.5,0.4444444444444444,0.8333333333333333,0.3273268353539886
ant-1.3,METRICS_RISK,SMOTE,LR,1,0.76,0.3333333333333333,0.5,0.4,0.6785714285714286,0.26569371377681855
ant-1.3,METRICS_RISK,SMOTE,LR,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.7261904761904762,0.5103545438827408
ant-1.3,METRICS_RISK,SMOTE,LR,3,0.84,0.5,0.5,0.5,0.8214285714285715,0.40476190476190477
ant-1.3,METRICS_RISK,SMOTE,LR,4,0.72,0.2857142857142857,0.5,0.36363636363636365,0.7619047619047619,0.21384434262392824
ant-1.3,METRICS_RISK,SMOTE,LR,5,0.68,0.16666666666666666,0.25,0.2,0.6547619047619048,0.010218988991416097
ant-1.3,METRICS_RISK,SMOTE,RF,1,0.88,1.0,0.25,0.4,0.9047619047619048,0.46770717334674267
ant-1.3,METRICS_RISK,SMOTE,RF,2,0.76,0.25,0.25,0.25,0.6904761904761905,0.10714285714285714
ant-1.3,METRICS_RISK,SMOTE,RF,3,0.88,0.6666666666666666,0.5,0.5714285714285714,0.7083333333333334,0.5103545438827408
ant-1.3,METRICS_RISK,SMOTE,RF,4,0.76,0.3333333333333333,0.5,0.4,0.8214285714285714,0.26569371377681855
ant-1.3,METRICS_RISK,SMOTE,RF,5,0.8,0.4,0.5,0.4444444444444444,0.8571428571428572,0.3273268353539886
ant-1.3,METRICS_RISK,SMOTE,ET,1,0.8,0.4,0.5,0.4444444444444444,0.8333333333333334,0.3273268353539886
ant-1.3,METRICS_RISK,SMOTE,ET,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6964285714285714,0.5103545438827408
ant-1.3,METRICS_RISK,SMOTE,ET,3,0.84,0.5,0.5,0.5,0.6488095238095238,0.40476190476190477
ant-1.3,METRICS_RISK,SMOTE,ET,4,0.72,0.2,0.25,0.2222222222222222,0.75,0.0545544725589981
ant-1.3,METRICS_RISK,SMOTE,ET,5,0.84,0.5,0.75,0.6,0.8690476190476191,0.521168438562221
ant-1.3,METRICS_RISK,SMOTE,SVM_RBF,1,0.84,0.5,0.5,0.5,0.7976190476190476,0.40476190476190477
ant-1.3,METRICS_RISK,SMOTE,SVM_RBF,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6190476190476191,0.5103545438827408
ant-1.3,METRICS_RISK,SMOTE,SVM_RBF,3,0.8,0.4,0.5,0.4444444444444444,0.6904761904761905,0.3273268353539886
ant-1.3,METRICS_RISK,SMOTE,SVM_RBF,4,0.84,0.5,0.75,0.6,0.8809523809523809,0.521168438562221
ant-1.3,METRICS_RISK,SMOTE,SVM_RBF,5,0.68,0.16666666666666666,0.25,0.2,0.6904761904761905,0.010218988991416097
ant-1.3,METRICS_RISK,SMOTE,GB,1,0.76,0.25,0.25,0.25,0.7857142857142857,0.10714285714285714
ant-1.3,METRICS_RISK,SMOTE,GB,2,0.76,0.25,0.25,0.25,0.6607142857142856,0.10714285714285714
ant-1.3,METRICS_RISK,SMOTE,GB,3,0.88,0.6666666666666666,0.5,0.5714285714285714,0.7619047619047619,0.5103545438827408
ant-1.3,METRICS_RISK,SMOTE,GB,4,0.8,0.4,0.5,0.4444444444444444,0.7976190476190477,0.3273268353539886
ant-1.3,METRICS_RISK,SMOTE,GB,5,0.84,0.5,0.75,0.6,0.7976190476190476,0.521168438562221
ant-1.3,METRICS_RISK,BLSMOTE,LR,1,0.84,0.5,0.25,0.3333333333333333,0.7380952380952381,0.27348301713730944
ant-1.3,METRICS_RISK,BLSMOTE,LR,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.738095238095238,0.5103545438827408
ant-1.3,METRICS_RISK,BLSMOTE,LR,3,0.8,0.4,0.5,0.4444444444444444,0.8333333333333334,0.3273268353539886
ant-1.3,METRICS_RISK,BLSMOTE,LR,4,0.72,0.2,0.25,0.2222222222222222,0.7857142857142857,0.0545544725589981
ant-1.3,METRICS_RISK,BLSMOTE,LR,5,0.68,0.16666666666666666,0.25,0.2,0.6428571428571429,0.010218988991416097
ant-1.3,METRICS_RISK,BLSMOTE,RF,1,0.88,1.0,0.25,0.4,0.9047619047619047,0.46770717334674267
ant-1.3,METRICS_RISK,BLSMOTE,RF,2,0.84,0.5,0.25,0.3333333333333333,0.6488095238095237,0.27348301713730944
ant-1.3,METRICS_RISK,BLSMOTE,RF,3,0.84,0.5,0.5,0.5,0.6845238095238094,0.40476190476190477
ant-1.3,METRICS_RISK,BLSMOTE,RF,4,0.76,0.25,0.25,0.25,0.8452380952380952,0.10714285714285714
ant-1.3,METRICS_RISK,BLSMOTE,RF,5,0.8,0.4,0.5,0.4444444444444444,0.8214285714285715,0.3273268353539886
ant-1.3,METRICS_RISK,BLSMOTE,ET,1,0.84,0.5,0.25,0.3333333333333333,0.869047619047619,0.27348301713730944
ant-1.3,METRICS_RISK,BLSMOTE,ET,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6904761904761905,0.5103545438827408
ant-1.3,METRICS_RISK,BLSMOTE,ET,3,0.8,0.3333333333333333,0.25,0.2857142857142857,0.630952380952381,0.17459497553883238
ant-1.3,METRICS_RISK,BLSMOTE,ET,4,0.76,0.0,0.0,0.0,0.7678571428571429,-0.12869789041755736
ant-1.3,METRICS_RISK,BLSMOTE,ET,5,0.8,0.42857142857142855,0.75,0.5454545454545454,0.8333333333333334,0.45684927742384673
ant-1.3,METRICS_RISK,BLSMOTE,SVM_RBF,1,0.84,0.0,0.0,0.0,0.8928571428571428,0.0
ant-1.3,METRICS_RISK,BLSMOTE,SVM_RBF,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6547619047619048,0.5103545438827408
ant-1.3,METRICS_RISK,BLSMOTE,SVM_RBF,3,0.8,0.4,0.5,0.4444444444444444,0.7142857142857143,0.3273268353539886
ant-1.3,METRICS_RISK,BLSMOTE,SVM_RBF,4,0.84,0.5,0.75,0.6,0.8452380952380952,0.521168438562221
ant-1.3,METRICS_RISK,BLSMOTE,SVM_RBF,5,0.68,0.16666666666666666,0.25,0.2,0.7619047619047619,0.010218988991416097
ant-1.3,METRICS_RISK,BLSMOTE,GB,1,0.8,0.3333333333333333,0.25,0.2857142857142857,0.6904761904761905,0.17459497553883238
ant-1.3,METRICS_RISK,BLSMOTE,GB,2,0.76,0.25,0.25,0.25,0.5535714285714286,0.10714285714285714
ant-1.3,METRICS_RISK,BLSMOTE,GB,3,0.8,0.3333333333333333,0.25,0.2857142857142857,0.7857142857142857,0.17459497553883238
ant-1.3,METRICS_RISK,BLSMOTE,GB,4,0.8,0.4,0.5,0.4444444444444444,0.8452380952380952,0.3273268353539886
ant-1.3,METRICS_RISK,BLSMOTE,GB,5,0.72,0.2,0.25,0.2222222222222222,0.6071428571428571,0.0545544725589981
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,LR,1,0.88,1.0,0.25,0.4,0.7857142857142858,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,LR,2,0.84,0.5,0.25,0.3333333333333333,0.738095238095238,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,LR,3,0.8,0.3333333333333333,0.25,0.2857142857142857,0.7976190476190477,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,LR,4,0.88,1.0,0.25,0.4,0.7738095238095238,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,LR,5,0.72,0.2,0.25,0.2222222222222222,0.7023809523809523,0.0545544725589981
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,RF,1,0.84,0.0,0.0,0.0,0.886904761904762,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,RF,2,0.84,0.0,0.0,0.0,0.738095238095238,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,RF,3,0.84,0.0,0.0,0.0,0.7142857142857143,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,RF,4,0.84,0.5,0.25,0.3333333333333333,0.8095238095238095,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,RF,5,0.8,0.0,0.0,0.0,0.7857142857142857,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,ET,1,0.88,1.0,0.25,0.4,0.9285714285714286,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,ET,2,0.88,1.0,0.25,0.4,0.8154761904761906,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,ET,3,0.84,0.0,0.0,0.0,0.6666666666666667,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,ET,4,0.76,0.0,0.0,0.0,0.7976190476190476,-0.12869789041755736
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,ET,5,0.76,0.25,0.25,0.25,0.8333333333333334,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,1,0.84,0.0,0.0,0.0,0.8571428571428572,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,2,0.88,1.0,0.25,0.4,0.5952380952380952,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,3,0.84,0.0,0.0,0.0,0.7023809523809523,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,4,0.84,0.0,0.0,0.0,0.8095238095238095,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,5,0.84,0.0,0.0,0.0,0.6428571428571429,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,GB,1,0.84,0.5,0.25,0.3333333333333333,0.7976190476190477,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,GB,2,0.88,1.0,0.25,0.4,0.5892857142857143,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,GB,3,0.8,0.0,0.0,0.0,0.5119047619047619,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,GB,4,0.8,0.3333333333333333,0.25,0.2857142857142857,0.7023809523809523,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK,NONE,GB,5,0.84,0.5,0.75,0.6,0.8452380952380952,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,LR,1,0.8,0.4,0.5,0.4444444444444444,0.6785714285714286,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,LR,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.7142857142857142,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,LR,3,0.84,0.5,0.5,0.5,0.7857142857142857,0.40476190476190477
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,LR,4,0.76,0.25,0.25,0.25,0.7738095238095237,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,LR,5,0.68,0.16666666666666666,0.25,0.2,0.6666666666666667,0.010218988991416097
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,RF,1,0.84,0.5,0.25,0.3333333333333333,0.9166666666666667,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,RF,2,0.84,0.5,0.25,0.3333333333333333,0.6964285714285714,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,RF,3,0.84,0.5,0.25,0.3333333333333333,0.6785714285714285,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,RF,4,0.72,0.2857142857142857,0.5,0.36363636363636365,0.8273809523809523,0.21384434262392824
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,RF,5,0.84,0.5,0.75,0.6,0.8452380952380952,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,ET,1,0.88,1.0,0.25,0.4,0.8690476190476191,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,ET,2,0.92,1.0,0.5,0.6666666666666666,0.8154761904761905,0.6756639246921762
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,ET,3,0.8,0.3333333333333333,0.25,0.2857142857142857,0.6190476190476191,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,ET,4,0.72,0.2,0.25,0.2222222222222222,0.8095238095238095,0.0545544725589981
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,ET,5,0.84,0.5,0.75,0.6,0.8214285714285714,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,1,0.8,0.4,0.5,0.4444444444444444,0.7976190476190477,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6190476190476191,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,3,0.8,0.4,0.5,0.4444444444444444,0.6904761904761905,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,4,0.84,0.5,0.75,0.6,0.8809523809523809,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,5,0.68,0.16666666666666666,0.25,0.2,0.7023809523809523,0.010218988991416097
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,GB,1,0.88,0.6666666666666666,0.5,0.5714285714285714,0.8809523809523809,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,GB,2,0.76,0.25,0.25,0.25,0.6130952380952381,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,GB,3,0.88,1.0,0.25,0.4,0.7023809523809524,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,GB,4,0.76,0.25,0.25,0.25,0.8333333333333333,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK,SMOTE,GB,5,0.8,0.4,0.5,0.4444444444444444,0.8333333333333334,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,1,0.8,0.3333333333333333,0.25,0.2857142857142857,0.7142857142857143,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.738095238095238,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,3,0.8,0.4,0.5,0.4444444444444444,0.8333333333333334,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,4,0.76,0.25,0.25,0.25,0.7857142857142857,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,5,0.68,0.16666666666666666,0.25,0.2,0.6428571428571429,0.010218988991416097
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,1,0.88,0.6666666666666666,0.5,0.5714285714285714,0.9166666666666666,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,2,0.84,0.5,0.25,0.3333333333333333,0.7142857142857143,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,3,0.88,0.6666666666666666,0.5,0.5714285714285714,0.7321428571428571,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,4,0.76,0.3333333333333333,0.5,0.4,0.8214285714285715,0.26569371377681855
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,5,0.84,0.5,0.75,0.6,0.8809523809523809,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,1,0.88,1.0,0.25,0.4,0.9285714285714286,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,2,0.92,1.0,0.5,0.6666666666666666,0.8035714285714286,0.6756639246921762
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,3,0.84,0.5,0.25,0.3333333333333333,0.6726190476190476,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,4,0.8,0.3333333333333333,0.25,0.2857142857142857,0.8095238095238095,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,5,0.8,0.42857142857142855,0.75,0.5454545454545454,0.8214285714285714,0.45684927742384673
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,1,0.84,0.0,0.0,0.0,0.8928571428571428,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.6547619047619048,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,3,0.8,0.4,0.5,0.4444444444444444,0.7023809523809523,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,4,0.84,0.5,0.75,0.6,0.8452380952380952,0.521168438562221
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,5,0.68,0.16666666666666666,0.25,0.2,0.7619047619047619,0.010218988991416097
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,1,0.84,0.5,0.5,0.5,0.8214285714285715,0.40476190476190477
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,2,0.84,0.5,0.25,0.3333333333333333,0.625,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,3,0.84,0.0,0.0,0.0,0.6904761904761905,0.0
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,4,0.8,0.4,0.5,0.4444444444444444,0.869047619047619,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,5,0.88,0.6,0.75,0.6666666666666666,0.8809523809523809,0.600099198148979
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,1,0.88,1.0,0.25,0.4,0.7261904761904762,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,2,0.88,1.0,0.25,0.4,0.7738095238095238,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,3,0.84,0.5,0.5,0.5,0.7976190476190477,0.40476190476190477
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,4,0.84,0.5,0.25,0.3333333333333333,0.8809523809523809,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,5,0.76,0.25,0.25,0.25,0.7023809523809523,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,1,0.84,0.5,0.25,0.3333333333333333,0.9166666666666666,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,2,0.88,1.0,0.25,0.4,0.7559523809523809,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,3,0.8,0.0,0.0,0.0,0.7261904761904762,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,4,0.76,0.25,0.25,0.25,0.7857142857142858,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,5,0.8,0.0,0.0,0.0,0.8392857142857143,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,1,0.88,1.0,0.25,0.4,0.9404761904761905,0.46770717334674267
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,2,0.84,0.0,0.0,0.0,0.8333333333333333,0.0
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,3,0.84,0.0,0.0,0.0,0.5833333333333333,0.0
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,4,0.76,0.25,0.25,0.25,0.8333333333333334,0.10714285714285714
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,5,0.72,0.0,0.0,0.0,0.7619047619047619,-0.16116459280507606
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,1,0.84,0.0,0.0,0.0,0.9047619047619047,0.0
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,2,0.84,0.0,0.0,0.0,0.7619047619047619,0.0
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,3,0.8,0.0,0.0,0.0,0.7380952380952381,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,4,0.84,0.0,0.0,0.0,0.8214285714285714,0.0
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,5,0.76,0.0,0.0,0.0,0.6785714285714286,-0.12869789041755736
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,1,0.84,0.5,0.25,0.3333333333333333,0.9047619047619049,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,2,0.84,0.5,0.25,0.3333333333333333,0.6547619047619048,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,3,0.8,0.0,0.0,0.0,0.5238095238095238,-0.0890870806374748
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,4,0.8,0.3333333333333333,0.25,0.2857142857142857,0.75,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,NONE,GB,5,0.72,0.0,0.0,0.0,0.7261904761904763,-0.16116459280507606
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,1,0.8,0.4,0.5,0.4444444444444444,0.6547619047619048,0.3273268353539886
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,2,0.88,0.6666666666666666,0.5,0.5714285714285714,0.8214285714285714,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,3,0.84,0.5,0.5,0.5,0.8095238095238095,0.40476190476190477
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,4,0.8,0.4444444444444444,1.0,0.6153846153846154,0.8809523809523809,0.5819143739626463
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,LR,5,0.64,0.2727272727272727,0.75,0.4,0.7142857142857143,0.2725597300256653
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,1,0.8,0.3333333333333333,0.25,0.2857142857142857,0.8333333333333333,0.17459497553883238
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,2,0.84,0.5,0.25,0.3333333333333333,0.75,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,3,0.84,0.5,0.25,0.3333333333333333,0.6607142857142857,0.27348301713730944
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,4,0.72,0.2,0.25,0.2222222222222222,0.8095238095238096,0.0545544725589981
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,RF,5,0.68,0.16666666666666666,0.25,0.2,0.7976190476190476,0.010218988991416097
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,ET,1,0.88,0.6666666666666666,0.5,0.5714285714285714,0.8392857142857143,0.5103545438827408
ant-1.3,METRICS_POST_TFIDF_RISK_SELECTED,SMOTE,ET,2,0.88,1.0,0.25,0.4,0.7797619047619048,0.46770717334674267
