dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
xerces-1.2,METRICS,BLSMOTE,SVM_RBF,3,0.6136363636363636,0.23684210526315788,0.6428571428571429,0.34615384615384615,0.7133204633204633,0.18531760113378792
xerces-1.2,METRICS,BLSMOTE,SVM_RBF,4,0.6136363636363636,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.5627413127413128,-0.030319739998429202
xerces-1.2,METRICS,BLSMOTE,SVM_RBF,5,0.5909090909090909,0.24390243902439024,0.6666666666666666,0.35714285714285715,0.734703196347032,0.18243071363759122
xerces-1.2,METRICS,BLSMOTE,GB,1,0.7386363636363636,0.30434782608695654,0.5,0.3783783783783784,0.7972972972972973,0.2362364220690682
xerces-1.2,METRICS,BLSMOTE,GB,2,0.7840909090909091,0.4,0.7142857142857143,0.5128205128205128,0.8436293436293436,0.41491172986590175
xerces-1.2,METRICS,BLSMOTE,GB,3,0.875,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.859073359073359,0.5741184653852841
xerces-1.2,METRICS,BLSMOTE,GB,4,0.8295454545454546,0.46153846153846156,0.42857142857142855,0.4444444444444444,0.7253861003861004,0.34426582537184625
xerces-1.2,METRICS,BLSMOTE,GB,5,0.7954545454545454,0.4,0.4,0.4,0.7328767123287672,0.27671232876712326
xerces-1.2,POST_TFIDF,NONE,LR,1,0.8409090909090909,0.0,0.0,0.0,0.6930501930501931,0.0
xerces-1.2,POST_TFIDF,NONE,LR,2,0.8409090909090909,0.0,0.0,0.0,0.6303088803088803,0.0
xerces-1.2,POST_TFIDF,NONE,LR,3,0.8409090909090909,0.0,0.0,0.0,0.7041505791505791,0.0
xerces-1.2,POST_TFIDF,NONE,LR,4,0.8409090909090909,0.0,0.0,0.0,0.569980694980695,0.0
xerces-1.2,POST_TFIDF,NONE,LR,5,0.8295454545454546,0.0,0.0,0.0,0.7182648401826485,0.0
xerces-1.2,POST_TFIDF,NONE,RF,1,0.8409090909090909,0.5,0.21428571428571427,0.3,0.6602316602316602,0.2521216124566605
xerces-1.2,POST_TFIDF,NONE,RF,2,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.696911196911197,0.24648597651267215
xerces-1.2,POST_TFIDF,NONE,RF,3,0.875,1.0,0.21428571428571427,0.35294117647058826,0.7678571428571428,0.43191969374958983
xerces-1.2,POST_TFIDF,NONE,RF,4,0.8409090909090909,0.5,0.07142857142857142,0.125,0.5873552123552124,0.14213700144463215
xerces-1.2,POST_TFIDF,NONE,RF,5,0.8181818181818182,0.0,0.0,0.0,0.6662100456621005,-0.04859869115767437
xerces-1.2,POST_TFIDF,NONE,ET,1,0.8409090909090909,0.5,0.21428571428571427,0.3,0.66988416988417,0.2521216124566605
xerces-1.2,POST_TFIDF,NONE,ET,2,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.666023166023166,0.24648597651267215
xerces-1.2,POST_TFIDF,NONE,ET,3,0.875,1.0,0.21428571428571427,0.35294117647058826,0.7861969111969112,0.43191969374958983
xerces-1.2,POST_TFIDF,NONE,ET,4,0.8409090909090909,0.5,0.07142857142857142,0.125,0.5294401544401545,0.14213700144463215
xerces-1.2,POST_TFIDF,NONE,ET,5,0.8181818181818182,0.0,0.0,0.0,0.6584474885844749,-0.04859869115767437
xerces-1.2,POST_TFIDF,NONE,SVM_RBF,1,0.8409090909090909,0.0,0.0,0.0,0.6573359073359074,0.0
xerces-1.2,POST_TFIDF,NONE,SVM_RBF,2,0.8409090909090909,0.0,0.0,0.0,0.5193050193050193,0.0
xerces-1.2,POST_TFIDF,NONE,SVM_RBF,3,0.8409090909090909,0.0,0.0,0.0,0.8006756756756758,0.0
xerces-1.2,POST_TFIDF,NONE,SVM_RBF,4,0.8409090909090909,0.0,0.0,0.0,0.6105212355212356,0.0
xerces-1.2,POST_TFIDF,NONE,SVM_RBF,5,0.8295454545454546,0.0,0.0,0.0,0.636986301369863,0.0
xerces-1.2,POST_TFIDF,NONE,GB,1,0.8295454545454546,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7007722007722007,0.21658914200547072
xerces-1.2,POST_TFIDF,NONE,GB,2,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.6428571428571429,0.24648597651267215
xerces-1.2,POST_TFIDF,NONE,GB,3,0.8522727272727273,0.5714285714285714,0.2857142857142857,0.38095238095238093,0.7755791505791506,0.33140748234572026
xerces-1.2,POST_TFIDF,NONE,GB,4,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.5468146718146718,0.08949687347964475
xerces-1.2,POST_TFIDF,NONE,GB,5,0.7840909090909091,0.0,0.0,0.0,0.6707762557077626,-0.09891782353111635
xerces-1.2,POST_TFIDF,SMOTE,LR,1,0.6136363636363636,0.25,0.7142857142857143,0.37037037037037035,0.7123552123552124,0.22689215826037593
xerces-1.2,POST_TFIDF,SMOTE,LR,2,0.5909090909090909,0.23809523809523808,0.7142857142857143,0.35714285714285715,0.6534749034749034,0.20639511433185923
xerces-1.2,POST_TFIDF,SMOTE,LR,3,0.6136363636363636,0.2727272727272727,0.8571428571428571,0.41379310344827586,0.733108108108108,0.31068488300060004
xerces-1.2,POST_TFIDF,SMOTE,LR,4,0.6136363636363636,0.1875,0.42857142857142855,0.2608695652173913,0.569015444015444,0.0587139240376276
xerces-1.2,POST_TFIDF,SMOTE,LR,5,0.6818181818181818,0.32432432432432434,0.8,0.46153846153846156,0.7127853881278539,0.348533651410409
xerces-1.2,POST_TFIDF,SMOTE,RF,1,0.7045454545454546,0.2857142857142857,0.5714285714285714,0.38095238095238093,0.6573359073359073,0.2364939719877478
xerces-1.2,POST_TFIDF,SMOTE,RF,2,0.6931818181818182,0.27586206896551724,0.5714285714285714,0.37209302325581395,0.6727799227799228,0.22382643709798494
xerces-1.2,POST_TFIDF,SMOTE,RF,3,0.7045454545454546,0.3125,0.7142857142857143,0.43478260869565216,0.7842664092664092,0.3170551898031891
xerces-1.2,POST_TFIDF,SMOTE,RF,4,0.6477272727272727,0.18518518518518517,0.35714285714285715,0.24390243902439024,0.6105212355212355,0.04746407397613577
xerces-1.2,POST_TFIDF,SMOTE,RF,5,0.6704545454545454,0.28125,0.6,0.3829787234042553,0.6853881278538813,0.22272990496903347
xerces-1.2,POST_TFIDF,SMOTE,ET,1,0.6931818181818182,0.25925925925925924,0.5,0.34146341463414637,0.6718146718146718,0.18220080010194054
xerces-1.2,POST_TFIDF,SMOTE,ET,2,0.6818181818181818,0.26666666666666666,0.5714285714285714,0.36363636363636365,0.6887065637065637,0.21152603960959654
xerces-1.2,POST_TFIDF,SMOTE,ET,3,0.7159090909090909,0.3333333333333333,0.7857142857142857,0.46808510638297873,0.7582046332046333,0.3690050625191153
xerces-1.2,POST_TFIDF,SMOTE,ET,4,0.625,0.14814814814814814,0.2857142857142857,0.1951219512195122,0.5723938223938223,-0.019904289086766613
xerces-1.2,POST_TFIDF,SMOTE,ET,5,0.6704545454545454,0.25,0.4666666666666667,0.32558139534883723,0.6575342465753425,0.14450882536657755
xerces-1.2,POST_TFIDF,SMOTE,SVM_RBF,1,0.6590909090909091,0.2894736842105263,0.7857142857142857,0.4230769230769231,0.6776061776061776,0.3107633619012751
xerces-1.2,POST_TFIDF,SMOTE,SVM_RBF,2,0.5795454545454546,0.20512820512820512,0.5714285714285714,0.3018867924528302,0.6389961389961389,0.11229149547636604
xerces-1.2,POST_TFIDF,SMOTE,SVM_RBF,3,0.6136363636363636,0.2727272727272727,0.8571428571428571,0.41379310344827586,0.790057915057915,0.31068488300060004
xerces-1.2,POST_TFIDF,SMOTE,SVM_RBF,4,0.625,0.21212121212121213,0.5,0.2978723404255319,0.5912162162162162,0.11230588859277423
xerces-1.2,POST_TFIDF,SMOTE,SVM_RBF,5,0.6704545454545454,0.3055555555555556,0.7333333333333333,0.43137254901960786,0.6899543378995435,0.2989398327617097
xerces-1.2,POST_TFIDF,SMOTE,GB,1,0.7045454545454546,0.2857142857142857,0.5714285714285714,0.38095238095238093,0.6505791505791505,0.2364939719877478
xerces-1.2,POST_TFIDF,SMOTE,GB,2,0.6704545454545454,0.25806451612903225,0.5714285714285714,0.35555555555555557,0.6515444015444016,0.19955637750363753
xerces-1.2,POST_TFIDF,SMOTE,GB,3,0.7045454545454546,0.3125,0.7142857142857143,0.43478260869565216,0.7784749034749036,0.3170551898031891
xerces-1.2,POST_TFIDF,SMOTE,GB,4,0.6704545454545454,0.2222222222222222,0.42857142857142855,0.2926829268292683,0.6230694980694981,0.11483243703903816
xerces-1.2,POST_TFIDF,SMOTE,GB,5,0.6363636363636364,0.2571428571428571,0.6,0.36,0.6598173515981736,0.1873407457936567
xerces-1.2,POST_TFIDF,BLSMOTE,LR,1,0.6136363636363636,0.25,0.7142857142857143,0.37037037037037035,0.6583011583011583,0.22689215826037593
xerces-1.2,POST_TFIDF,BLSMOTE,LR,2,0.6136363636363636,0.23684210526315788,0.6428571428571429,0.34615384615384615,0.6467181467181468,0.18531760113378792
xerces-1.2,POST_TFIDF,BLSMOTE,LR,3,0.6136363636363636,0.2619047619047619,0.7857142857142857,0.39285714285714285,0.7012548262548263,0.2685963816647483
xerces-1.2,POST_TFIDF,BLSMOTE,LR,4,0.625,0.1935483870967742,0.42857142857142855,0.26666666666666666,0.5825289575289575,0.06947518327904417
xerces-1.2,POST_TFIDF,BLSMOTE,LR,5,0.6818181818181818,0.3142857142857143,0.7333333333333333,0.44,0.7118721461187214,0.31083127485614204
xerces-1.2,POST_TFIDF,BLSMOTE,RF,1,0.6931818181818182,0.25925925925925924,0.5,0.34146341463414637,0.6496138996138996,0.18220080010194054
xerces-1.2,POST_TFIDF,BLSMOTE,RF,2,0.6818181818181818,0.26666666666666666,0.5714285714285714,0.36363636363636365,0.6911196911196912,0.21152603960959654
xerces-1.2,POST_TFIDF,BLSMOTE,RF,3,0.7159090909090909,0.3225806451612903,0.7142857142857143,0.4444444444444444,0.76496138996139,0.3296375717282309
xerces-1.2,POST_TFIDF,BLSMOTE,RF,4,0.6477272727272727,0.16,0.2857142857142857,0.20512820512820512,0.5941119691119691,0.0015657046410034027
xerces-1.2,POST_TFIDF,BLSMOTE,RF,5,0.6704545454545454,0.28125,0.6,0.3829787234042553,0.6762557077625571,0.22272990496903347
xerces-1.2,POST_TFIDF,BLSMOTE,ET,1,0.6818181818181818,0.23076923076923078,0.42857142857142855,0.3,0.6438223938223938,0.12690579427752563
xerces-1.2,POST_TFIDF,BLSMOTE,ET,2,0.6931818181818182,0.27586206896551724,0.5714285714285714,0.37209302325581395,0.6978764478764479,0.22382643709798494
xerces-1.2,POST_TFIDF,BLSMOTE,ET,3,0.7159090909090909,0.3225806451612903,0.7142857142857143,0.4444444444444444,0.7543436293436293,0.3296375717282309
xerces-1.2,POST_TFIDF,BLSMOTE,ET,4,0.6477272727272727,0.16,0.2857142857142857,0.20512820512820512,0.5694980694980695,0.0015657046410034027
xerces-1.2,POST_TFIDF,BLSMOTE,ET,5,0.6704545454545454,0.25,0.4666666666666667,0.32558139534883723,0.6502283105022832,0.14450882536657755
xerces-1.2,POST_TFIDF,BLSMOTE,SVM_RBF,1,0.625,0.24324324324324326,0.6428571428571429,0.35294117647058826,0.6776061776061776,0.1959678080849188
xerces-1.2,POST_TFIDF,BLSMOTE,SVM_RBF,2,0.6363636363636364,0.25,0.6428571428571429,0.36,0.6660231660231659,0.20680435867757424
xerces-1.2,POST_TFIDF,BLSMOTE,SVM_RBF,3,0.6022727272727273,0.2558139534883721,0.7857142857142857,0.38596491228070173,0.7437258687258688,0.2585001045098558
xerces-1.2,POST_TFIDF,BLSMOTE,SVM_RBF,4,0.6363636363636364,0.21875,0.5,0.30434782608695654,0.6346525096525096,0.12329924047901797
xerces-1.2,POST_TFIDF,BLSMOTE,SVM_RBF,5,0.6590909090909091,0.2972972972972973,0.7333333333333333,0.4230769230769231,0.693607305936073,0.28731416772953877
xerces-1.2,POST_TFIDF,BLSMOTE,GB,1,0.6931818181818182,0.27586206896551724,0.5714285714285714,0.37209302325581395,0.6486486486486487,0.22382643709798494
xerces-1.2,POST_TFIDF,BLSMOTE,GB,2,0.6590909090909091,0.25,0.5714285714285714,0.34782608695652173,0.6573359073359074,0.18788455692040834
xerces-1.2,POST_TFIDF,BLSMOTE,GB,3,0.7045454545454546,0.3235294117647059,0.7857142857142857,0.4583333333333333,0.7794401544401544,0.3567376003409363
xerces-1.2,POST_TFIDF,BLSMOTE,GB,4,0.6477272727272727,0.18518518518518517,0.35714285714285715,0.24390243902439024,0.5709459459459459,0.04746407397613577
xerces-1.2,POST_TFIDF,BLSMOTE,GB,5,0.6818181818181818,0.30303030303030304,0.6666666666666666,0.4166666666666667,0.6963470319634704,0.2730960101243046
xerces-1.2,RISK_FEATURES,NONE,LR,1,0.8409090909090909,0.0,0.0,0.0,0.6196911196911197,0.0
xerces-1.2,RISK_FEATURES,NONE,LR,2,0.8409090909090909,0.0,0.0,0.0,0.5965250965250966,0.0
xerces-1.2,RISK_FEATURES,NONE,LR,3,0.8409090909090909,0.0,0.0,0.0,0.5670849420849421,0.0
xerces-1.2,RISK_FEATURES,NONE,LR,4,0.8409090909090909,0.0,0.0,0.0,0.4242277992277992,0.0
xerces-1.2,RISK_FEATURES,NONE,LR,5,0.8295454545454546,0.0,0.0,0.0,0.6858447488584474,0.0
xerces-1.2,RISK_FEATURES,NONE,RF,1,0.8409090909090909,0.0,0.0,0.0,0.7171814671814671,0.0
xerces-1.2,RISK_FEATURES,NONE,RF,2,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.6148648648648649,0.08949687347964475
xerces-1.2,RISK_FEATURES,NONE,RF,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.6944980694980694,0.24648597651267215
xerces-1.2,RISK_FEATURES,NONE,RF,4,0.8409090909090909,0.0,0.0,0.0,0.5526061776061776,0.0
xerces-1.2,RISK_FEATURES,NONE,RF,5,0.8409090909090909,1.0,0.06666666666666667,0.125,0.7283105022831051,0.23651363030068195
xerces-1.2,RISK_FEATURES,NONE,ET,1,0.8409090909090909,0.0,0.0,0.0,0.666023166023166,0.0
xerces-1.2,RISK_FEATURES,NONE,ET,2,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.6167953667953668,0.08949687347964475
xerces-1.2,RISK_FEATURES,NONE,ET,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.6862934362934363,0.24648597651267215
xerces-1.2,RISK_FEATURES,NONE,ET,4,0.8409090909090909,0.0,0.0,0.0,0.5661196911196911,0.0
xerces-1.2,RISK_FEATURES,NONE,ET,5,0.8409090909090909,1.0,0.06666666666666667,0.125,0.7296803652968037,0.23651363030068195
xerces-1.2,RISK_FEATURES,NONE,SVM_RBF,1,0.8409090909090909,0.0,0.0,0.0,0.5994208494208495,0.0
xerces-1.2,RISK_FEATURES,NONE,SVM_RBF,2,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.5579150579150579,0.08949687347964475
xerces-1.2,RISK_FEATURES,NONE,SVM_RBF,3,0.8409090909090909,0.0,0.0,0.0,0.47635135135135137,0.0
xerces-1.2,RISK_FEATURES,NONE,SVM_RBF,4,0.8409090909090909,0.0,0.0,0.0,0.4724903474903475,0.0
xerces-1.2,RISK_FEATURES,NONE,SVM_RBF,5,0.8295454545454546,0.0,0.0,0.0,0.5123287671232877,0.0
xerces-1.2,RISK_FEATURES,NONE,GB,1,0.8409090909090909,0.0,0.0,0.0,0.6824324324324325,0.0
xerces-1.2,RISK_FEATURES,NONE,GB,2,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.6167953667953667,0.08949687347964475
xerces-1.2,RISK_FEATURES,NONE,GB,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.678088803088803,0.24648597651267215
xerces-1.2,RISK_FEATURES,NONE,GB,4,0.8409090909090909,0.0,0.0,0.0,0.5555019305019305,0.0
xerces-1.2,RISK_FEATURES,NONE,GB,5,0.8409090909090909,1.0,0.06666666666666667,0.125,0.7305936073059361,0.23651363030068195
xerces-1.2,RISK_FEATURES,SMOTE,LR,1,0.5681818181818182,0.2391304347826087,0.7857142857142857,0.36666666666666664,0.6264478764478765,0.22901375699836435
xerces-1.2,RISK_FEATURES,SMOTE,LR,2,0.5795454545454546,0.20512820512820512,0.5714285714285714,0.3018867924528302,0.5781853281853282,0.11229149547636604
xerces-1.2,RISK_FEATURES,SMOTE,LR,3,0.4431818181818182,0.19298245614035087,0.7857142857142857,0.30985915492957744,0.5670849420849421,0.12564660805784586
xerces-1.2,RISK_FEATURES,SMOTE,LR,4,0.5454545454545454,0.1388888888888889,0.35714285714285715,0.2,0.4232625482625483,-0.04595652415057205
xerces-1.2,RISK_FEATURES,SMOTE,LR,5,0.7159090909090909,0.3076923076923077,0.5333333333333333,0.3902439024390244,0.691324200913242,0.2363415447282356
xerces-1.2,RISK_FEATURES,SMOTE,RF,1,0.6590909090909091,0.2647058823529412,0.6428571428571429,0.375,0.6747104247104249,0.22912414981247128
xerces-1.2,RISK_FEATURES,SMOTE,RF,2,0.5568181818181818,0.1951219512195122,0.5714285714285714,0.2909090909090909,0.6216216216216216,0.09200737011819818
xerces-1.2,RISK_FEATURES,SMOTE,RF,3,0.5227272727272727,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.6221042471042472,0.14747990286924437
xerces-1.2,RISK_FEATURES,SMOTE,RF,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.5294401544401545,-0.016043698370396316
xerces-1.2,RISK_FEATURES,SMOTE,RF,5,0.5681818181818182,0.23255813953488372,0.6666666666666666,0.3448275862068966,0.6826484018264841,0.16144340846441746
xerces-1.2,RISK_FEATURES,SMOTE,ET,1,0.6477272727272727,0.2571428571428571,0.6428571428571429,0.3673469387755102,0.6737451737451737,0.2178487680319041
xerces-1.2,RISK_FEATURES,SMOTE,ET,2,0.5568181818181818,0.1951219512195122,0.5714285714285714,0.2909090909090909,0.6206563706563707,0.09200737011819818
xerces-1.2,RISK_FEATURES,SMOTE,ET,3,0.5340909090909091,0.2127659574468085,0.7142857142857143,0.32786885245901637,0.622104247104247,0.15712027820184613
xerces-1.2,RISK_FEATURES,SMOTE,ET,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.5304054054054054,-0.016043698370396316
xerces-1.2,RISK_FEATURES,SMOTE,ET,5,0.5909090909090909,0.23076923076923078,0.6,0.3333333333333333,0.6840182648401827,0.14309779519510127
xerces-1.2,RISK_FEATURES,SMOTE,SVM_RBF,1,0.4772727272727273,0.2037037037037037,0.7857142857142857,0.3235294117647059,0.6447876447876447,0.15371620177292378
xerces-1.2,RISK_FEATURES,SMOTE,SVM_RBF,2,0.5,0.1875,0.6428571428571429,0.2903225806451613,0.5501930501930501,0.08508455934764098
xerces-1.2,RISK_FEATURES,SMOTE,SVM_RBF,3,0.5227272727272727,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.6085907335907337,0.14747990286924437
xerces-1.2,RISK_FEATURES,SMOTE,SVM_RBF,4,0.5568181818181818,0.16216216216216217,0.42857142857142855,0.23529411764705882,0.486003861003861,0.007152109784121123
xerces-1.2,RISK_FEATURES,SMOTE,SVM_RBF,5,0.4772727272727273,0.22807017543859648,0.8666666666666667,0.3611111111111111,0.5908675799086758,0.20776505744999083
xerces-1.2,RISK_FEATURES,SMOTE,GB,1,0.6590909090909091,0.2647058823529412,0.6428571428571429,0.375,0.666988416988417,0.22912414981247128
xerces-1.2,RISK_FEATURES,SMOTE,GB,2,0.5681818181818182,0.2,0.5714285714285714,0.2962962962962963,0.609073359073359,0.10210147121716917
xerces-1.2,RISK_FEATURES,SMOTE,GB,3,0.5340909090909091,0.2127659574468085,0.7142857142857143,0.32786885245901637,0.6211389961389961,0.15712027820184613
xerces-1.2,RISK_FEATURES,SMOTE,GB,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.543918918918919,-0.016043698370396316
xerces-1.2,RISK_FEATURES,SMOTE,GB,5,0.5681818181818182,0.23255813953488372,0.6666666666666666,0.3448275862068966,0.6840182648401828,0.16144340846441746
xerces-1.2,RISK_FEATURES,BLSMOTE,LR,1,0.5681818181818182,0.2391304347826087,0.7857142857142857,0.36666666666666664,0.6264478764478765,0.22901375699836435
xerces-1.2,RISK_FEATURES,BLSMOTE,LR,2,0.5909090909090909,0.225,0.6428571428571429,0.3333333333333333,0.5752895752895753,0.16449681473877256
xerces-1.2,RISK_FEATURES,BLSMOTE,LR,3,0.4431818181818182,0.19298245614035087,0.7857142857142857,0.30985915492957744,0.542953667953668,0.12564660805784586
xerces-1.2,RISK_FEATURES,BLSMOTE,LR,4,0.5454545454545454,0.1388888888888889,0.35714285714285715,0.2,0.4165057915057915,-0.04595652415057205
xerces-1.2,RISK_FEATURES,BLSMOTE,LR,5,0.4659090909090909,0.15217391304347827,0.4666666666666667,0.22950819672131148,0.5333333333333333,-0.05087695363303322
xerces-1.2,RISK_FEATURES,BLSMOTE,RF,1,0.48863636363636365,0.20754716981132076,0.7857142857142857,0.3283582089552239,0.6747104247104247,0.16302589925566333
xerces-1.2,RISK_FEATURES,BLSMOTE,RF,2,0.6931818181818182,0.25925925925925924,0.5,0.34146341463414637,0.6196911196911197,0.18220080010194054
xerces-1.2,RISK_FEATURES,BLSMOTE,RF,3,0.5340909090909091,0.2127659574468085,0.7142857142857143,0.32786885245901637,0.6558880308880308,0.15712027820184613
xerces-1.2,RISK_FEATURES,BLSMOTE,RF,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.5497104247104247,-0.016043698370396316
xerces-1.2,RISK_FEATURES,BLSMOTE,RF,5,0.5795454545454546,0.17647058823529413,0.4,0.24489795918367346,0.5200913242009133,0.012694894822438666
xerces-1.2,RISK_FEATURES,BLSMOTE,ET,1,0.4772727272727273,0.2037037037037037,0.7857142857142857,0.3235294117647059,0.6737451737451737,0.15371620177292378
xerces-1.2,RISK_FEATURES,BLSMOTE,ET,2,0.7045454545454546,0.2692307692307692,0.5,0.35,0.6206563706563707,0.19500158632888084
xerces-1.2,RISK_FEATURES,BLSMOTE,ET,3,0.5340909090909091,0.2127659574468085,0.7142857142857143,0.32786885245901637,0.6520270270270271,0.15712027820184613
xerces-1.2,RISK_FEATURES,BLSMOTE,ET,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.4777992277992278,-0.016043698370396316
xerces-1.2,RISK_FEATURES,BLSMOTE,ET,5,0.6022727272727273,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.5214611872146119,-0.00724466513640519
xerces-1.2,RISK_FEATURES,BLSMOTE,SVM_RBF,1,0.4659090909090909,0.2,0.7857142857142857,0.3188405797101449,0.6766409266409267,0.14439328533356685
xerces-1.2,RISK_FEATURES,BLSMOTE,SVM_RBF,2,0.5,0.1875,0.6428571428571429,0.2903225806451613,0.5994208494208494,0.08508455934764098
xerces-1.2,RISK_FEATURES,BLSMOTE,SVM_RBF,3,0.4659090909090909,0.2,0.7857142857142857,0.3188405797101449,0.597972972972973,0.14439328533356685
xerces-1.2,RISK_FEATURES,BLSMOTE,SVM_RBF,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.4329150579150579,-0.016043698370396316
xerces-1.2,RISK_FEATURES,BLSMOTE,SVM_RBF,5,0.5454545454545454,0.16216216216216217,0.4,0.23076923076923078,0.5196347031963471,-0.01878325067481246
xerces-1.2,RISK_FEATURES,BLSMOTE,GB,1,0.48863636363636365,0.20754716981132076,0.7857142857142857,0.3283582089552239,0.667953667953668,0.16302589925566333
xerces-1.2,RISK_FEATURES,BLSMOTE,GB,2,0.6931818181818182,0.25925925925925924,0.5,0.34146341463414637,0.6052123552123552,0.18220080010194054
xerces-1.2,RISK_FEATURES,BLSMOTE,GB,3,0.5340909090909091,0.2127659574468085,0.7142857142857143,0.32786885245901637,0.6481660231660231,0.15712027820184613
xerces-1.2,RISK_FEATURES,BLSMOTE,GB,4,0.5795454545454546,0.15151515151515152,0.35714285714285715,0.2127659574468085,0.5275096525096524,-0.016043698370396316
xerces-1.2,RISK_FEATURES,BLSMOTE,GB,5,0.5795454545454546,0.17647058823529413,0.4,0.24489795918367346,0.5205479452054795,0.012694894822438666
xerces-1.2,METRICS_RISK,NONE,LR,1,0.8522727272727273,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.6592664092664092,0.2607082836146173
xerces-1.2,METRICS_RISK,NONE,LR,2,0.8068181818181818,0.2,0.07142857142857142,0.10526315789473684,0.5743243243243243,0.02745165795863452
xerces-1.2,METRICS_RISK,NONE,LR,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.6592664092664093,0.24648597651267215
xerces-1.2,METRICS_RISK,NONE,LR,4,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.5386100386100386,0.24648597651267215
xerces-1.2,METRICS_RISK,NONE,LR,5,0.7954545454545454,0.0,0.0,0.0,0.6799086757990868,-0.08515994337054893
xerces-1.2,METRICS_RISK,NONE,RF,1,0.7727272727272727,0.25,0.21428571428571427,0.23076923076923078,0.7480694980694981,0.0987629232924629
xerces-1.2,METRICS_RISK,NONE,RF,2,0.8409090909090909,0.5,0.2857142857142857,0.36363636363636365,0.8001930501930503,0.29474155945944724
xerces-1.2,METRICS_RISK,NONE,RF,3,0.8636363636363636,0.625,0.35714285714285715,0.45454545454545453,0.8947876447876448,0.4028134645945779
xerces-1.2,METRICS_RISK,NONE,RF,4,0.8181818181818182,0.375,0.21428571428571427,0.2727272727272727,0.7697876447876448,0.18666965432431656
xerces-1.2,METRICS_RISK,NONE,RF,5,0.8181818181818182,0.4,0.13333333333333333,0.2,0.6926940639269407,0.14982706284053374
xerces-1.2,METRICS_RISK,NONE,ET,1,0.7954545454545454,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.6925675675675675,0.18929560297722056
xerces-1.2,METRICS_RISK,NONE,ET,2,0.8636363636363636,0.6,0.42857142857142855,0.5,0.738899613899614,0.4316229677605054
xerces-1.2,METRICS_RISK,NONE,ET,3,0.875,0.6363636363636364,0.5,0.56,0.8807915057915059,0.4931969619160719
xerces-1.2,METRICS_RISK,NONE,ET,4,0.8295454545454546,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7770270270270271,0.21658914200547072
xerces-1.2,METRICS_RISK,NONE,ET,5,0.8181818181818182,0.4,0.13333333333333333,0.2,0.708675799086758,0.14982706284053374
xerces-1.2,METRICS_RISK,NONE,SVM_RBF,1,0.8409090909090909,0.0,0.0,0.0,0.6747104247104247,0.0
xerces-1.2,METRICS_RISK,NONE,SVM_RBF,2,0.8409090909090909,0.0,0.0,0.0,0.7113899613899615,0.0
xerces-1.2,METRICS_RISK,NONE,SVM_RBF,3,0.8409090909090909,0.0,0.0,0.0,0.8996138996138997,0.0
xerces-1.2,METRICS_RISK,NONE,SVM_RBF,4,0.8409090909090909,0.0,0.0,0.0,0.6882239382239382,0.0
xerces-1.2,METRICS_RISK,NONE,SVM_RBF,5,0.8295454545454546,0.0,0.0,0.0,0.6552511415525114,0.0
xerces-1.2,METRICS_RISK,NONE,GB,1,0.8295454545454546,0.45454545454545453,0.35714285714285715,0.4,0.8214285714285714,0.30531240499566353
xerces-1.2,METRICS_RISK,NONE,GB,2,0.8068181818181818,0.38461538461538464,0.35714285714285715,0.37037037037037035,0.8117760617760618,0.2567068871269836
xerces-1.2,METRICS_RISK,NONE,GB,3,0.8636363636363636,0.6,0.42857142857142855,0.5,0.9063706563706564,0.4316229677605054
